,carat,depth,table,price,x,y,z
43388,0.5,62.2,57.0,1410,5.06,5.1,3.16
30898,0.41,63.0,53.0,744,4.74,4.79,3.0
17002,1.01,62.1,57.0,6787,6.46,6.42,4.0
23093,1.13,61.6,56.0,11115,6.69,6.71,4.13
37383,0.4,62.2,56.0,982,4.71,4.75,2.94
2545,0.7,61.4,55.0,3206,5.71,5.76,3.53
50628,0.23,61.6,58.0,402,3.96,3.99,2.45
24637,1.71,62.7,55.0,12978,7.62,7.69,4.8
977,0.81,62.4,57.0,2894,5.91,5.99,3.71
18557,1.01,63.1,56.0,7565,6.4,6.34,4.02
52012,0.85,62.0,58.0,2444,6.08,6.04,3.76
29204,0.33,61.8,55.0,694,4.46,4.47,2.76
22795,1.71,61.6,57.0,10821,7.67,7.62,4.71
12030,0.34,62.2,55.0,596,4.47,4.5,2.79
51924,0.7,65.7,55.0,2437,5.45,5.51,3.6
15865,2.02,68.0,55.0,6346,7.77,7.72,5.27
48367,0.56,61.5,57.0,1963,5.28,5.33,3.26
3207,0.91,63.0,59.0,3346,6.17,6.12,3.87
53085,0.57,60.9,56.0,2612,5.37,5.41,3.28
6529,0.9,63.2,62.0,4068,6.06,6.13,3.85
9460,0.92,61.2,62.0,4600,6.27,6.22,3.82
9414,1.01,63.6,57.0,4588,6.33,6.37,4.04
9869,1.03,61.8,56.0,4679,6.46,6.51,4.01
50711,0.7,63.5,56.0,2293,5.64,5.7,3.6
50872,0.81,63.0,57.0,2313,5.94,5.9,3.73
30568,0.31,61.8,56.0,734,4.32,4.36,2.68
8927,1.11,62.4,57.0,4497,6.57,6.6,4.11
45738,0.62,62.4,58.0,1700,5.42,5.47,3.4
38520,0.34,62.2,55.0,1033,4.52,4.49,2.8
51823,0.79,63.0,54.0,2420,5.9,5.86,3.69
31736,0.31,61.4,57.0,772,4.36,4.39,2.68
36216,0.36,62.2,59.0,932,4.57,4.53,2.83
2058,0.32,60.6,60.0,561,4.4,4.44,2.68
6269,1.04,62.9,56.0,4013,6.5,6.41,4.06
23766,1.53,60.3,57.0,11820,7.52,7.45,4.51
16050,1.06,62.7,55.0,6411,6.53,6.49,4.08
23106,1.24,62.0,55.0,11130,6.88,6.95,4.29
46446,0.61,62.0,54.4,1773,5.47,5.51,3.4
36570,0.45,66.9,54.0,945,4.85,4.75,3.21
43606,0.34,59.2,59.0,507,4.54,4.58,2.7
11136,1.4,62.9,59.0,4939,7.16,7.07,4.48
31210,0.32,61.3,55.0,756,4.42,4.39,2.7
15165,1.05,63.0,57.0,6096,6.51,6.48,4.09
6456,0.91,62.2,59.0,4051,6.23,6.19,3.86
42007,0.51,62.7,53.0,1265,5.12,5.09,3.2
17720,0.33,61.6,56.0,614,4.44,4.47,2.74
795,0.71,63.2,60.0,2862,5.65,5.61,3.56
48989,0.36,62.4,53.0,538,4.58,4.59,2.86
2523,0.7,63.3,62.0,3204,5.67,5.57,3.56
25544,1.5,61.3,61.0,14372,7.36,7.33,4.5
52658,0.71,63.0,58.0,2549,5.6,5.67,3.55
20940,1.51,62.0,57.0,9150,7.3,7.38,4.55
28276,0.25,62.3,53.0,363,4.06,4.09,2.54
33530,0.35,60.6,56.0,829,4.54,4.57,2.76
18692,0.29,60.1,56.0,619,4.3,4.34,2.6
51059,0.7,63.5,57.0,2331,5.68,5.66,3.6
2951,0.74,58.0,59.0,3294,6.0,5.93,3.46
52524,0.8,62.4,57.0,2529,5.92,5.97,3.71
52905,0.7,58.7,53.0,2586,5.86,5.83,3.43
9813,0.91,61.8,54.0,4670,6.32,6.27,3.89
14030,1.22,61.7,56.0,5703,6.83,6.91,4.24
49378,0.73,62.7,57.0,2101,5.71,5.74,3.59
45560,0.53,64.2,56.0,1688,5.11,5.14,3.29
31009,0.35,62.2,56.0,748,4.52,4.48,2.8
20173,1.02,59.4,59.0,8627,6.58,6.69,3.94
9679,1.0,58.5,61.0,4649,6.51,6.55,3.82
45861,0.5,61.6,58.0,1715,5.11,5.06,3.13
30957,0.32,62.5,57.0,449,4.35,4.39,2.73
13355,0.24,63.1,56.0,419,3.95,3.98,2.5
17607,1.33,62.5,58.0,7090,7.03,6.99,4.38
20481,1.5,62.6,64.0,8820,7.25,7.19,4.52
37822,0.33,62.1,56.0,1002,4.48,4.44,2.77
53913,0.8,64.2,58.0,2753,5.84,5.81,3.74
11810,1.16,61.9,59.0,5091,6.73,6.74,4.17
10897,1.21,62.6,59.0,4884,6.77,6.67,4.21
23814,1.53,59.2,57.0,11873,7.52,7.55,4.46
25937,1.7,61.9,59.0,15100,7.61,7.64,4.72
14158,1.31,59.1,59.0,5744,7.2,7.15,4.24
13310,1.01,62.9,58.0,5497,6.35,6.4,4.01
151,0.74,61.3,56.0,2769,5.82,5.86,3.57
41076,0.41,60.3,58.0,1192,4.83,4.79,2.9
35017,0.4,63.3,56.0,882,4.74,4.68,2.98
48567,0.59,62.5,53.0,1991,5.46,5.35,3.38
31025,0.31,58.3,61.0,749,4.48,4.44,2.6
25758,1.51,60.7,60.0,14709,7.37,7.46,4.5
47384,0.54,60.5,56.0,1847,5.28,5.26,3.19
17402,1.09,61.4,56.0,6970,6.61,6.64,4.07
7308,0.7,61.6,56.0,4205,5.72,5.75,3.53
41606,0.3,58.8,60.0,393,4.39,4.42,2.59
4046,0.7,62.8,54.0,3529,5.65,5.69,3.56
25130,1.51,63.1,60.0,13686,7.24,7.3,4.59
7347,1.11,61.5,59.0,4212,6.61,6.56,4.05
46729,0.6,62.1,56.0,1795,5.4,5.45,3.37
32951,0.35,63.8,56.0,460,4.45,4.48,2.85
4099,0.7,62.2,56.0,3535,5.69,5.72,3.55
44163,0.5,61.1,58.0,1565,5.1,5.13,3.13
1169,0.9,59.5,60.0,2927,6.32,6.29,3.75
23888,1.52,63.4,58.0,11986,7.31,7.24,4.61
12867,1.12,61.6,59.0,5363,6.67,6.63,4.1
16042,0.3,60.9,61.0,608,4.35,4.32,2.64
23367,0.3,61.3,59.0,425,4.29,4.33,2.64
34235,0.4,61.1,58.0,855,4.76,4.73,2.9
6718,0.33,61.4,57.0,413,4.44,4.48,2.74
16633,1.2,62.8,54.5,6652,6.75,6.79,4.25
30385,0.33,61.7,55.0,730,4.46,4.49,2.76
32858,0.4,62.6,58.0,807,4.68,4.71,2.94
38528,0.34,61.2,57.0,1033,4.5,4.45,2.74
9239,1.01,63.4,58.0,4559,6.34,6.38,4.03
53478,0.7,62.6,60.0,2681,5.57,5.61,3.5
47541,0.51,63.2,58.0,1872,5.08,5.11,3.22
25854,1.53,60.7,60.0,14931,7.38,7.52,4.52
53113,0.7,61.9,56.0,2616,5.69,5.72,3.53
30367,0.36,62.1,57.0,729,4.58,4.54,2.83
21357,1.01,61.5,56.0,9503,6.45,6.49,3.98
8665,1.3,63.0,59.0,4455,6.97,6.9,4.37
35582,0.35,61.9,58.0,906,4.54,4.48,2.79
33240,0.41,61.9,55.0,824,4.79,4.81,2.97
19695,0.4,62.3,55.0,624,4.72,4.75,2.95
22193,1.51,61.8,56.0,10232,7.37,7.34,4.55
52745,0.71,61.7,55.0,2559,5.73,5.77,3.55
16742,1.2,62.0,56.0,6666,6.86,6.81,4.24
32067,0.33,61.5,60.0,780,4.44,4.41,2.72
26948,2.26,61.1,57.0,17010,8.44,8.47,5.17
9938,0.9,62.2,58.0,4693,6.11,6.18,3.82
7476,1.07,62.0,56.0,4235,6.53,6.57,4.06
52604,0.84,61.9,58.0,2544,6.03,6.05,3.74
15495,1.0,62.8,57.0,6209,6.38,6.29,3.98
21888,1.52,59.1,58.0,9959,7.48,7.45,4.41
23518,1.53,61.9,55.0,11525,7.43,7.36,4.58
23582,1.57,61.8,55.0,11596,7.43,7.49,4.61
4487,0.71,62.7,58.0,3626,5.67,5.72,3.57
32832,0.32,62.2,59.0,806,4.41,4.34,2.72
47673,0.51,62.4,55.0,1882,5.14,5.11,3.2
3271,1.0,58.3,63.0,3360,6.53,6.5,3.8
36142,0.33,61.9,56.0,928,4.46,4.43,2.75
18539,1.21,62.5,59.0,7555,6.8,6.74,4.23
48110,0.5,60.9,59.0,1935,5.12,5.09,3.11
6061,1.2,62.1,57.0,3965,6.84,6.69,4.21
44757,0.52,61.8,55.4,1620,5.13,5.17,3.18
35714,0.3,61.8,55.0,911,4.36,4.32,2.68
18499,1.15,61.7,58.0,7535,6.73,6.7,4.14
44841,0.42,61.3,56.0,1625,4.83,4.86,2.97
6277,0.71,61.2,56.0,4015,5.75,5.81,3.54
32364,0.35,59.7,59.0,790,4.59,4.62,2.75
18505,1.02,62.8,58.0,7539,6.4,6.44,4.03
32652,0.31,62.2,57.0,802,4.36,4.32,2.7
20050,0.31,61.2,60.0,625,4.37,4.39,2.68
16799,1.0,60.6,63.0,6699,6.42,6.45,3.9
31285,0.32,62.2,53.0,450,4.4,4.44,2.75
45992,0.7,58.7,68.0,1723,5.77,5.72,3.37
51650,0.35,59.8,62.0,545,4.57,4.63,2.75
32802,0.34,61.2,57.0,805,4.45,4.51,2.74
1239,0.73,61.4,56.0,2943,5.82,5.78,3.56
42358,0.5,62.3,58.0,1302,5.05,5.12,3.17
3661,0.82,62.8,58.0,3443,5.95,5.99,3.75
21165,1.5,57.9,62.0,9324,7.55,7.48,4.35
46140,0.57,62.1,59.0,1746,5.33,5.29,3.3
37632,0.4,61.1,58.0,990,4.75,4.74,2.9
20468,1.52,62.0,62.0,8810,7.2,7.13,4.44
26128,1.54,62.0,54.0,15415,7.36,7.43,4.59
39698,0.4,62.3,54.0,1088,4.77,4.74,2.96
37209,0.34,61.9,54.0,974,4.5,4.52,2.79
14514,1.14,61.7,53.0,5863,6.75,6.77,4.17
49350,0.7,61.0,56.0,2096,5.69,5.82,3.51
28859,0.3,62.2,55.0,684,4.29,4.33,2.68
36204,0.41,61.9,54.0,932,4.77,4.82,2.96
40269,0.33,62.0,57.0,492,4.45,4.46,2.76
45357,0.67,64.7,55.0,1664,5.5,5.54,3.57
39962,0.52,62.9,58.0,1105,5.14,5.04,3.2
28979,0.25,62.1,58.0,436,4.0,4.05,2.5
20614,1.27,62.0,58.0,8915,6.89,6.95,4.29
42223,0.39,59.7,58.0,1290,4.75,4.73,2.83
34664,0.31,62.4,54.0,872,4.35,4.31,2.7
32745,0.33,60.7,56.0,803,4.48,4.5,2.73
30299,0.3,61.0,61.0,447,4.25,4.31,2.61
53049,0.7,60.1,62.0,2606,5.77,5.74,3.46
49063,0.7,63.1,64.0,2058,5.58,5.61,3.53
6500,0.97,61.9,58.0,4063,6.31,6.35,3.92
26450,2.3,62.7,56.0,15992,8.46,8.42,5.29
45303,0.3,62.0,53.0,524,4.33,4.35,2.69
44812,0.5,62.2,55.0,1624,5.07,5.09,3.16
33746,0.31,62.0,55.0,840,4.34,4.37,2.7
29313,0.31,61.4,56.0,698,4.39,4.37,2.69
7900,1.0,68.3,58.0,4312,5.98,5.95,4.08
36639,0.42,62.6,56.0,948,4.76,4.8,2.99
31152,0.41,61.8,58.0,755,4.75,4.76,2.94
9595,1.04,62.6,57.0,4630,6.48,6.45,4.05
18452,1.22,60.4,57.0,7506,6.95,6.98,4.21
10204,1.04,61.2,57.0,4740,6.54,6.6,4.02
24793,1.31,60.3,56.0,13168,7.09,7.15,4.29
45615,0.5,62.0,58.0,1692,5.08,5.11,3.16
40467,0.38,62.2,57.0,1140,4.66,4.63,2.89
13837,0.87,62.0,55.0,5640,6.1,6.13,3.79
50904,0.72,62.0,56.0,2318,5.75,5.71,3.55
15183,1.0,63.8,58.0,6098,6.28,6.32,4.02
44695,0.65,61.9,58.0,1612,5.54,5.51,3.42
14162,1.2,62.2,58.0,5746,6.78,6.72,4.2
39742,0.43,61.4,56.0,1093,4.87,4.9,3.0
20576,1.71,60.3,61.0,8887,7.74,7.69,4.65
39393,0.41,62.4,55.0,1076,4.79,4.76,2.98
10202,0.8,61.5,55.0,4740,5.95,5.99,3.68
11184,1.07,61.1,56.0,4955,6.63,6.6,4.04
45720,0.55,62.2,58.0,1698,5.26,5.22,3.26
19215,1.25,61.4,56.0,7956,6.91,6.94,4.25
41527,0.42,60.2,59.0,1235,4.84,4.82,2.91
20630,1.59,62.1,55.0,8925,7.47,7.51,4.65
22544,1.23,63.0,55.0,10580,6.89,6.79,4.31
49428,0.7,61.7,62.0,2107,5.69,5.65,3.5
31117,0.35,62.8,54.0,754,4.5,4.54,2.84
25141,1.5,61.7,60.0,13710,7.29,7.34,4.51
2888,0.82,63.1,58.0,3282,5.95,6.0,3.77
52926,0.72,62.9,54.0,2590,5.76,5.72,3.61
23566,1.75,61.6,54.8,11576,7.73,7.78,4.78
40667,0.44,61.8,56.0,1155,4.94,4.9,3.04
33264,0.3,62.4,55.0,826,4.32,4.34,2.7
7424,0.92,62.9,58.0,4228,6.17,6.2,3.89
9763,1.02,59.5,59.0,4662,6.54,6.5,3.88
26499,2.01,63.4,57.0,16111,8.0,7.93,5.05
2600,1.18,59.9,63.0,3219,6.8,6.85,4.09
4434,0.9,64.5,57.0,3615,6.04,6.09,3.91
12472,1.08,62.4,58.0,5250,6.56,6.49,4.07
25450,1.51,63.1,62.0,14205,7.24,7.22,4.56
11938,1.03,62.5,59.0,5129,6.46,6.41,4.02
4563,0.91,62.7,59.0,3644,6.23,6.18,3.89
15870,1.0,62.7,54.0,6349,6.37,6.42,4.01
42423,0.51,63.0,53.0,1312,5.13,5.1,3.22
16036,0.3,61.6,60.0,608,4.3,4.27,2.64
53586,0.8,60.8,57.0,2699,6.02,6.05,3.67
13982,1.01,62.1,56.0,5694,6.36,6.43,3.97
35474,0.39,60.7,55.0,902,4.75,4.78,2.89
28842,0.41,61.9,55.0,683,4.77,4.8,2.96
31002,0.32,59.0,61.0,748,4.44,4.47,2.63
47585,0.58,61.8,55.0,1876,5.36,5.39,3.32
20213,1.01,60.3,62.0,8647,6.47,6.54,3.92
14690,1.05,62.5,55.0,5927,6.59,6.54,4.1
30457,0.3,61.7,60.0,731,4.31,4.28,2.65
51221,0.71,63.9,57.0,2352,5.61,5.57,3.57
50241,0.7,62.0,61.0,2234,5.68,5.71,3.53
6125,1.21,64.6,59.0,3984,6.74,6.64,4.32
46539,0.51,60.9,56.0,1781,5.2,5.15,3.15
8472,1.01,62.6,60.0,4416,6.35,6.37,3.98
21447,1.11,59.2,59.0,9548,6.82,6.79,4.03
50227,0.54,61.6,56.0,2231,5.23,5.26,3.23
21773,1.3,62.5,57.0,9837,6.92,6.96,4.34
19919,1.5,64.1,55.0,8467,7.23,7.13,4.6
38204,0.43,62.5,56.0,1016,4.85,4.82,3.02
36516,0.3,62.4,58.0,945,4.28,4.25,2.66
23402,1.71,63.4,59.0,11389,7.53,7.45,4.75
4878,0.9,61.6,58.0,3715,6.18,6.23,3.82
22998,1.13,61.7,56.0,11051,6.68,6.75,4.14
48685,0.77,62.2,61.0,2005,5.85,5.82,3.63
47214,0.5,63.5,58.0,1838,5.03,4.98,3.18
18067,2.01,58.7,66.0,7294,8.3,8.19,4.84
2036,0.79,63.2,56.0,3107,5.83,5.91,3.71
35291,0.3,60.3,58.0,473,4.32,4.34,2.61
1676,1.0,64.9,57.0,3027,6.29,6.2,4.05
11699,1.29,61.3,60.0,5068,6.96,6.98,4.27
5411,0.9,62.8,54.0,3820,6.11,6.15,3.85
16146,1.2,62.7,58.0,6451,6.71,6.66,4.19
20420,1.52,63.3,61.0,8778,7.23,7.27,4.59
33434,0.32,61.2,56.0,828,4.45,4.41,2.71
52987,0.74,60.9,57.0,2594,5.83,5.89,3.57
31828,0.34,63.2,58.0,775,4.41,4.45,2.8
4968,0.9,58.9,61.0,3734,6.27,6.36,3.72
14881,1.82,67.3,58.0,5993,7.5,7.47,5.04
12866,1.12,62.2,60.0,5363,6.65,6.59,4.12
51499,0.7,62.4,58.0,2382,5.64,5.7,3.54
52722,0.73,61.4,58.0,2557,5.75,5.85,3.56
1732,0.32,61.8,55.0,561,4.41,4.42,2.73
22930,1.44,63.1,56.0,10967,7.15,7.12,4.5
5972,0.9,62.3,55.0,3950,6.14,6.18,3.84
21474,1.32,62.1,55.0,9572,6.98,7.03,4.35
3610,0.9,64.3,57.0,3427,6.08,6.01,3.89
11802,1.0,61.9,56.0,5088,6.45,6.37,3.97
39637,0.34,62.3,59.0,1084,4.49,4.46,2.79
51280,0.7,60.8,61.0,2360,5.72,5.76,3.49
34432,0.3,62.3,55.0,863,4.3,4.33,2.69
22683,0.4,61.3,56.0,629,4.75,4.78,2.92
18736,1.58,59.8,58.0,7654,7.61,7.57,4.54
17719,0.5,68.4,54.0,613,4.94,4.82,3.35
33757,0.31,61.5,57.0,840,4.35,4.37,2.68
36708,0.46,62.5,56.0,953,4.89,4.93,3.07
11776,1.21,60.0,61.0,5082,6.88,6.79,4.1
34159,0.33,62.1,55.0,854,4.46,4.43,2.76
11185,1.01,60.5,57.0,4955,6.55,6.48,3.94
19704,0.37,60.7,57.0,624,4.67,4.62,2.82
22046,0.31,63.7,55.0,628,4.33,4.3,2.75
36097,0.32,61.3,58.0,926,4.37,4.4,2.69
22283,1.7,59.0,58.0,10333,7.77,7.72,4.57
10159,1.07,59.1,59.0,4728,6.68,6.71,3.96
5467,0.77,61.1,57.0,3837,5.93,5.96,3.63
49839,0.71,61.6,56.0,2168,5.73,5.67,3.51
14596,1.24,60.1,59.0,5889,7.02,6.95,4.2
15307,1.03,59.6,57.0,6146,6.65,6.6,3.95
20690,1.23,61.4,56.0,8970,6.91,6.96,4.26
5500,0.93,62.0,55.0,3844,6.32,6.29,3.91
37558,0.31,61.6,55.0,988,4.39,4.34,2.69
31409,0.3,62.7,54.0,764,4.3,4.34,2.71
16337,1.1,62.0,56.0,6534,6.6,6.68,4.12
17937,1.61,62.2,59.0,7245,7.52,7.47,4.66
16388,1.03,63.9,59.0,6543,6.35,6.38,4.07
50521,0.7,57.3,63.0,2273,5.78,5.84,3.33
39101,0.41,62.3,56.0,1061,4.77,4.73,2.96
24228,2.01,62.2,63.0,12423,8.01,7.93,4.96
20113,1.52,62.2,59.0,8580,7.38,7.32,4.57
32051,0.32,60.3,57.0,780,4.42,4.44,2.67
27360,0.41,64.3,54.0,646,4.68,4.72,3.02
3298,0.76,62.6,57.0,3367,5.8,5.83,3.64
27084,1.41,60.8,57.0,17216,7.28,7.23,4.41
14788,1.01,65.1,56.0,5950,6.2,6.15,4.02
4388,0.31,61.0,57.0,571,4.38,4.41,2.68
7105,1.51,65.6,54.0,4167,7.28,7.1,4.72
34965,0.23,60.8,59.0,472,3.97,3.99,2.42
10857,1.11,64.7,61.0,4873,6.42,6.39,4.14
43234,0.5,65.4,57.0,1397,5.01,4.81,3.21
44253,0.51,63.6,57.0,1574,5.08,5.05,3.22
12284,1.01,59.9,60.0,5215,6.59,6.53,3.93
11868,1.16,62.4,57.0,5107,6.71,6.75,4.2
34759,0.41,59.8,55.0,876,4.93,4.81,2.91
31048,0.42,62.0,54.0,751,4.8,4.82,2.98
40696,0.4,61.8,56.0,1158,4.74,4.77,2.94
37561,0.31,61.7,54.0,988,4.36,4.33,2.68
31104,0.36,61.5,55.0,753,4.58,4.66,2.84
24614,2.0,62.5,58.0,12940,8.14,8.03,5.05
33400,0.36,62.0,55.0,828,4.58,4.6,2.85
19247,1.27,60.9,59.0,7980,7.03,6.97,4.26
52684,0.7,60.6,56.0,2551,5.72,5.79,3.49
9583,0.9,63.1,59.0,4627,6.13,6.05,3.84
7942,1.02,63.0,58.0,4319,6.37,6.43,4.03
47973,0.3,62.5,53.6,532,4.29,4.33,2.69
6954,1.0,61.7,59.0,4144,6.41,6.36,3.94
19907,1.53,62.1,61.0,8455,7.28,7.3,4.53
23530,1.23,61.6,59.0,11534,6.9,6.8,4.22
13744,1.22,61.7,57.0,5602,6.91,6.86,4.25
22543,1.2,62.8,60.0,10580,6.79,6.74,4.25
50815,0.75,60.3,61.0,2307,5.88,5.86,3.54
9472,1.2,61.4,63.0,4603,6.76,6.72,4.14
47471,0.75,61.7,56.0,1859,5.81,5.92,3.62
7832,1.01,63.4,59.0,4299,6.32,6.26,3.99
29771,0.3,62.1,56.0,709,4.33,4.3,2.68
23846,1.23,61.9,55.0,11927,6.92,6.89,4.27
19079,1.07,62.1,55.0,7850,6.58,6.56,4.08
2495,0.51,61.3,56.0,3197,5.13,5.21,3.17
16402,1.06,61.1,57.0,6548,6.56,6.59,4.02
23769,2.01,62.5,62.0,11825,8.09,8.04,5.04
10743,1.0,61.4,62.0,4851,6.32,6.36,3.89
2009,0.83,61.9,53.0,3103,6.04,6.08,3.75
8666,1.17,63.1,58.0,4455,6.72,6.64,4.22
34865,0.3,62.8,60.0,878,4.28,4.25,2.68
32184,0.42,62.3,56.0,788,4.78,4.81,2.99
9193,1.06,61.7,60.0,4547,6.53,6.51,4.02
36549,0.4,60.9,56.0,945,4.8,4.76,2.91
22429,1.2,61.1,56.0,10454,6.88,6.91,4.21
21782,2.05,62.0,58.0,9850,8.13,8.08,5.02
9133,1.0,61.9,61.0,4536,6.37,6.23,3.9
28222,0.33,62.3,56.0,666,4.41,4.45,2.76
38734,0.36,61.4,57.0,1043,4.64,4.61,2.54
22685,0.4,62.1,53.0,629,4.75,4.78,2.96
42591,0.5,62.7,55.0,1331,5.06,5.09,3.18
50456,0.77,62.3,55.0,2264,5.88,5.93,3.68
30983,0.37,63.1,56.0,746,4.57,4.59,2.89
20802,1.62,61.2,61.0,9034,7.53,7.6,4.63
44210,0.4,61.9,56.0,1570,4.7,4.76,2.93
15739,1.01,60.6,58.0,6295,6.44,6.5,3.92
5666,1.11,63.7,58.0,3882,6.57,6.53,4.17
40159,0.35,62.2,58.0,1116,4.52,4.45,2.79
7757,1.13,62.3,59.0,4282,6.65,6.68,4.15
38824,0.5,63.5,56.0,1048,5.02,5.06,3.2
44517,0.54,62.6,59.0,1600,5.19,5.22,3.26
51023,0.74,59.6,58.0,2328,5.91,5.87,3.51
29922,0.32,61.1,56.0,713,4.42,4.45,2.71
36419,0.42,63.3,58.0,942,4.75,4.73,3.0
36578,0.4,62.0,56.0,945,4.77,4.72,2.94
33319,0.35,61.6,55.0,827,4.56,4.53,2.8
51368,0.73,59.7,59.0,2365,5.94,5.81,3.51
20783,1.53,62.6,57.0,9022,7.38,7.29,4.59
20999,1.21,62.4,54.0,9215,6.86,6.8,4.26
3080,1.24,62.3,57.0,3312,6.86,6.81,4.26
31030,0.31,61.6,56.0,749,4.38,4.35,2.69
4328,1.01,61.3,58.0,3597,6.42,6.33,3.91
8562,1.04,62.9,57.0,4435,6.39,6.45,4.04
18622,1.09,62.9,58.0,7598,6.51,6.55,4.11
49376,0.7,61.3,58.0,2100,5.75,5.67,3.5
41837,0.44,60.9,55.0,1253,4.96,4.92,3.01
18503,1.53,62.1,59.0,7539,7.35,7.37,4.57
22562,1.29,62.4,57.0,10614,6.94,6.97,4.34
50053,0.71,62.7,59.0,2201,5.65,5.67,3.55
52652,0.7,60.5,57.0,2548,5.81,5.79,3.51
52786,0.72,63.0,57.0,2567,5.74,5.69,3.6
20249,1.73,59.8,58.0,8680,7.8,7.79,4.66
29186,0.3,61.3,58.0,694,4.29,4.32,2.64
35862,0.43,61.3,55.0,917,4.88,4.9,3.0
542,1.01,61.6,61.0,2828,6.39,6.31,3.91
43806,0.51,62.2,54.0,1443,5.11,5.14,3.19
111,0.74,62.2,56.0,2761,5.8,5.84,3.62
45676,0.52,61.7,57.0,1694,5.17,5.1,3.17
52643,0.24,63.1,56.0,552,3.92,3.97,2.49
38978,0.4,61.3,54.0,1053,4.76,4.8,2.93
22337,1.1,60.1,58.0,10387,6.69,6.76,4.04
28925,0.3,61.5,55.0,684,4.3,4.32,2.65
14754,1.0,61.2,56.0,5939,6.47,6.38,3.93
34998,0.31,61.9,53.5,882,4.36,4.39,2.71
46390,0.7,60.6,58.0,1764,5.73,5.82,3.5
51565,0.7,61.6,58.0,2390,5.69,5.71,3.51
8257,1.01,64.1,58.0,4378,6.27,6.21,4.0
15339,1.01,62.0,59.0,6159,6.38,6.42,3.97
36467,0.31,60.8,55.0,942,4.42,4.39,2.68
21838,1.7,62.9,57.0,9901,7.57,7.5,4.74
34946,0.3,63.2,55.0,378,4.26,4.29,2.7
11508,1.01,60.4,58.0,5020,6.5,6.54,3.94
34725,0.39,60.8,57.0,875,4.73,4.75,2.88
15095,1.01,62.0,60.0,6066,6.37,6.4,3.96
8162,0.7,63.4,59.0,4362,5.63,5.64,3.57
28292,0.24,62.0,56.0,432,4.0,4.01,2.48
12599,1.02,60.9,57.0,5287,6.52,6.56,3.98
32965,0.32,62.0,58.0,461,4.38,4.39,2.72
18060,1.51,62.6,59.0,7292,7.31,7.28,4.57
994,0.76,61.1,58.0,2897,5.91,5.85,3.59
595,0.82,64.9,58.0,2838,5.83,5.79,3.77
52129,0.75,63.3,58.0,2467,5.78,5.75,3.65
25422,1.51,61.1,59.0,14165,7.32,7.37,4.49
5556,1.0,60.2,62.0,3858,6.53,6.45,3.91
17173,1.02,62.1,58.0,6857,6.4,6.45,3.99
1615,0.75,61.6,58.0,3013,5.84,5.89,3.61
11903,1.15,61.1,57.0,5120,6.82,6.77,4.15
19014,1.57,62.6,59.0,7832,7.39,7.43,4.64
14853,0.95,61.5,57.0,5983,6.28,6.3,3.87
48240,0.86,63.2,61.0,1950,6.05,5.97,3.79
2484,0.83,62.7,58.0,3195,5.97,6.03,3.76
16375,0.28,61.7,57.0,608,4.2,4.23,2.6
7106,1.01,63.3,58.0,4168,6.3,6.36,4.01
16072,1.02,62.8,57.0,6418,6.36,6.45,4.02
12426,1.03,60.6,63.0,5241,6.47,6.5,3.93
35205,0.44,63.2,57.0,891,4.86,4.82,3.06
21689,1.24,61.2,56.0,9788,6.92,6.88,4.22
3906,0.72,62.9,58.0,3493,5.67,5.71,3.58
3027,0.7,62.2,58.0,3309,5.67,5.71,3.54
7371,1.03,62.1,55.0,4221,6.46,6.51,4.03
808,0.71,59.7,59.0,2863,5.82,5.8,3.47
26702,0.32,62.4,56.0,645,4.35,4.37,2.72
1926,0.8,61.1,58.0,3082,5.94,5.9,3.62
44794,0.5,62.8,57.0,1624,5.04,5.12,3.19
42355,0.51,62.5,59.0,1301,5.1,5.14,3.2
46119,0.52,61.3,56.0,1743,5.21,5.17,3.18
34994,0.4,59.7,57.0,882,4.83,4.85,2.89
5888,1.0,59.2,62.0,3929,6.47,6.5,3.84
35133,0.41,62.5,60.0,889,4.72,4.75,2.96
53705,0.6,61.0,57.0,2718,5.43,5.46,3.32
50421,0.57,62.0,55.0,2259,5.33,5.35,3.31
8400,1.07,62.0,59.0,4401,6.54,6.5,4.04
25306,2.21,61.1,58.0,13983,8.39,8.34,5.11
11315,1.23,61.8,56.0,4986,6.87,6.81,4.23
20567,1.51,58.8,62.0,8879,7.5,7.41,4.39
25062,1.61,61.4,60.0,13582,7.56,7.51,4.63
15220,1.15,62.5,59.0,6110,6.62,6.69,4.16
18411,1.57,60.9,58.0,7484,7.53,7.51,4.58
53637,0.3,62.5,57.0,552,4.26,4.28,2.67
4750,1.0,62.0,62.0,3685,6.42,6.35,3.96
51419,0.53,62.1,57.0,2372,5.16,5.21,3.22
49212,0.55,58.5,58.0,2079,5.42,5.39,3.16
39530,0.4,61.5,58.0,1080,4.76,4.7,2.91
487,0.7,60.8,60.0,2822,5.74,5.71,3.48
4599,1.02,62.9,57.0,3656,6.41,6.37,4.02
27566,2.4,62.0,55.0,18374,8.57,8.6,5.32
50602,0.92,66.1,57.0,2283,6.22,6.0,4.05
20114,1.2,62.3,58.0,8580,6.78,6.71,4.2
121,0.74,62.3,54.0,2762,5.8,5.83,3.62
9584,1.0,63.2,57.0,4628,6.24,6.32,3.97
22137,1.53,60.2,60.0,10171,7.51,7.48,4.51
27417,2.0,63.8,59.0,18023,7.88,8.01,5.07
